Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.94,Fear,19,Spring,Running,0,Performance Anxiety,Yes,2026-03-02,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.44,Joy,26,Fall,Talking,2,Relational Connection,Yes,2026-03-02,"garden, family, partners, talking, flowers",Relationship Instability
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.21,Sadness,24,Fall,Observing,1,Existential Transformation,No,2026-03-02,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.74,Fear,23,Spring,Running,0,Performance Anxiety,No,2026-03-02,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.44,Anger,19,Summer,Running,0,Performance Anxiety,No,2026-03-02,"monster, forest, chased, running, shadow",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.25,Fear,24,Winter,Observing,1,Existential Transformation,Yes,2026-03-02,"teeth, falling, mirror, body",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.32,Fear,14,Summer,Falling,3,Flight & Escape,No,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Neutral,-0.04,Neutral,19,Summer,Talking,2,Relational Connection,Yes,2026-03-02,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.54,Fear,23,Summer,Falling,3,Flight & Escape,Yes,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.6,Anger,22,Winter,Running,0,Performance Anxiety,No,2026-03-02,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Neutral,0.07,Neutral,16,Winter,Running,0,Performance Anxiety,Yes,2026-03-02,"monster, forest, chased, running, shadow",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.73,Fear,14,Spring,Falling,3,Flight & Escape,No,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.65,Fear,21,Winter,Falling,3,Flight & Escape,No,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.58,Fear,21,Winter,Running,0,Performance Anxiety,No,2026-03-02,"trains, car, brakes, mountain, speed",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.16,Fear,26,Summer,Observing,0,Performance Anxiety,No,2026-03-02,"exams, schools, test, classroom",Academic Pressure
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.45,Sadness,15,Summer,Falling,3,Flight & Escape,No,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.92,Fear,20,Fall,Observing,0,Performance Anxiety,No,2026-03-02,"exams, schools, test, classroom",Academic Pressure
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.3,Fear,18,Summer,Running,0,Performance Anxiety,No,2026-03-02,"monster, forest, chased, running, shadow",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.83,Fear,27,Summer,Observing,0,Performance Anxiety,Yes,2026-03-02,"exams, schools, test, classroom",Academic Pressure
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.17,Fear,23,Summer,Observing,1,Existential Transformation,Yes,2026-03-02,"teeth, falling, mirror, body",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.33,Sadness,24,Summer,Observing,1,Existential Transformation,Yes,2026-03-02,"room, crying, lost, death, empty",Social Isolation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.19,Anger,14,Winter,Running,0,Performance Anxiety,No,2026-03-03,"exam, schools, maze, late, corridors",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.66,Surprise,19,Winter,Talking,2,Relational Connection,No,2026-03-03,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.29,Anger,15,Spring,Falling,3,Flight & Escape,No,2026-03-03,"falling, building, skyscraper, heights",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.82,Fear,23,Winter,Observing,0,Performance Anxiety,No,2026-03-03,"exams, schools, test, classroom",Academic Pressure
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.48,Anger,15,Winter,Running,0,Performance Anxiety,No,2026-03-03,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.88,Joy,20,Summer,Talking,2,Relational Connection,No,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.18,Anger,15,Fall,Observing,1,Existential Transformation,No,2026-03-03,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.82,Fear,18,Fall,Running,0,Performance Anxiety,No,2026-03-03,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.92,Sadness,19,Winter,Observing,1,Existential Transformation,No,2026-03-03,"room, crying, lost, death, empty",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.46,Surprise,25,Winter,Talking,2,Relational Connection,No,2026-03-03,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.68,Joy,18,Spring,Flying,3,Flight & Escape,Yes,2026-03-03,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.4,Joy,11,Winter,Flying,3,Flight & Escape,No,2026-03-03,"flying, ocean, water, sky",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.42,Fear,16,Winter,Falling,3,Flight & Escape,Yes,2026-03-03,"falling, building, skyscraper, heights",Loss of Control
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Neutral,0.01,Neutral,18,Summer,Talking,2,Relational Connection,No,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.94,Fear,17,Summer,Running,0,Performance Anxiety,No,2026-03-03,"trains, car, brakes, mountain, speed",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.41,Joy,21,Summer,Talking,2,Relational Connection,No,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.6,Fear,22,Fall,Observing,0,Performance Anxiety,No,2026-03-03,"exams, schools, test, classroom",Academic Pressure
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.4,Sadness,24,Summer,Observing,1,Existential Transformation,No,2026-03-03,"room, crying, lost, death, empty",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.91,Joy,25,Winter,Talking,2,Relational Connection,No,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.58,Anger,17,Spring,Running,0,Performance Anxiety,No,2026-03-03,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.63,Fear,27,Winter,Running,0,Performance Anxiety,Yes,2026-03-03,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.37,Sadness,19,Spring,Running,0,Performance Anxiety,No,2026-03-03,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.8,Fear,25,Spring,Running,0,Performance Anxiety,No,2026-03-03,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.82,Surprise,19,Winter,Observing,1,Existential Transformation,No,2026-03-03,"room, crying, lost, death, empty",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.45,Joy,15,Winter,Talking,2,Relational Connection,Yes,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Negative,-0.62,Fear,25,Spring,Talking,2,Relational Connection,No,2026-03-03,"coffee, talking, celebrity, friend",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.88,Joy,24,Winter,Talking,2,Relational Connection,Yes,2026-03-03,"garden, family, partners, talking, flowers",Relationship Instability
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.65,Fear,14,Spring,Falling,3,Flight & Escape,No,2026-03-03,"falling, building, skyscraper, heights",Loss of Control
